Price,Location,Property Ref,Date Added,Last Updated,market Status,Type,Price_cat,Bedroom,Bathroom,Toilets,Town
350000000,"Dakibiyu, Abuja",2188455,2024-04-02,2024-05-17, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Dakibiyu
85000000,"By Gilmore, Jahi, Abuja",2194255,2024-04-06,2024-04-08, Available,Block of Flats,Millions,3.0,3.0,4.0,Jahi
430000000,"38 Inuwa Wada Crescent, Utako, Abuja",2140814,2024-02-29,2024-05-03, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Utako
250000000,"Area 2, Garki, Abuja",2196117,2024-04-07,2024-04-07, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Garki
160000000,"Dakibiyu, Jabi, Abuja",2196029,2024-04-07,2024-05-12, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Jabi
9000000,"New Nyanya, Nyanya, Abuja",2195764,2024-04-07,2024-05-12, Available,House,Millions,2.0,2.0,3.0,Nyanya
200000000,"By Works And Housing, Gwarinpa, Abuja",2195698,2024-04-07,2024-05-14, Available,Detached Duplex,Millions,4.0,4.0,5.0,Gwarimpa
750000000,"Guzape District, Abuja",2195257,2024-04-07,2024-05-16, Available,Detached Duplex,Millions,5.0,5.0,5.0,Guzape District
280000000,"Katampe Extension, Katampe, Abuja",2194899,2024-04-06,2024-05-17, Available,Detached Duplex,Millions,4.0,4.0,5.0,Katampe
200000000,"Gwarimpa Extension By Gwarimpa Estate Abuja, Gwarinpa, Abuja",1717192,2023-05-01,2024-05-14, Available,House,Millions,4.0,4.0,5.0,Gwarimpa
150000000,"Wuye District, Wuye, Abuja",2194196,2024-04-06,2024-05-12, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Wuye
200000000,"Gwarinpa, Abuja",2193865,2024-04-05,2024-05-09, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Gwarimpa
180000000,"Area 2, Garki, Abuja",2193862,2024-04-05,2024-04-05, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Garki
1300000000,"Guzape District, Abuja",2193304,2024-04-05,2024-04-05, Available,Detached Duplex,Billions,8.0,8.0,9.0,Guzape District
125000000,"Idu Industrial, Abuja",2193187,2024-04-05,2024-04-05, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Idu Industrial
2000000000,"Maitama District, Abuja",2193074,2024-04-05,2024-04-08, Available,House,Billions,2.0,3.0,3.0,Maitama District
200000000,"By Team 7, After Charley Boyâs House, Gwarinpa, Abuja",2192821,2024-04-05,2024-04-19, Available,Detached Duplex,Millions,4.0,4.0,5.0,Gwarimpa
3300000000,"Maitama Main By Diplomatic Zone, Maitama District, Abuja",1999855,2023-11-13,2024-04-23, Available,Detached Duplex,Billions,8.0,10.0,10.0,Maitama District
1800000000,"Maitama, Maitama District, Abuja",2167085,2024-03-18,2024-04-27, Available,Detached Duplex,Billions,7.0,8.0,8.0,Maitama District
34000000,"Apo Resettlement, Apo, Abuja",2178533,2024-03-26,2024-05-07, Available,Terraced Duplex,Millions,3.0,3.0,4.0,Apo
640000000,"Garki, Abuja",2068611,2024-01-10,2024-05-17, Available,Detached Duplex,Millions,8.0,8.0,9.0,Garki
300000000,"Around Cosgrove Estate., Wuye, Abuja",2192208,2024-04-04,2024-05-09, Available,Terraced Duplex,Millions,5.0,6.0,6.0,Wuye
300000000,"Guzape District, Abuja",2192066,2024-04-04,2024-04-05, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Guzape District
300000000,"Guzape District, Abuja",2192058,2024-04-04,2024-04-04, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Guzape District
120000000,"River Park Estate Airport Road, Lugbe District, Abuja",2192012,2024-04-04,2024-05-17, Available,Semi-detached Duplex,Millions,3.0,5.0,5.0,Lugbe District
130000000,"Inside An Estate, Idu Industrial, Abuja",2191928,2024-04-04,2024-05-05, Available,Semi-detached Duplex,Millions,4.0,5.0,5.0,Idu Industrial
55000000,"Jedo Estate, Phase 2, Sabon Lugbe, Lugbe District, Abuja",2191615,2024-04-04,2024-04-22, Available,Detached Duplex,Millions,5.0,5.0,5.0,Sabon Lugbe
30000000,"Apo, Abuja",2191472,2024-04-04,2024-05-05, Available,Semi-detached Duplex,Millions,4.0,3.0,4.0,Apo
60000000,"Promenade Estate, Lokogoma District, Abuja",2158678,2024-03-13,2024-05-09, Available,Semi-detached Duplex,Millions,2.0,2.0,3.0,Lokogoma District
230000000,"Gilmore, Jahi, Abuja",2191003,2024-04-04,2024-04-04, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
275000000,"Kado, Abuja",2190996,2024-04-04,2024-04-04, Available,Semi-detached Duplex,Millions,5.0,5.0,6.0,Kado
230000000,"Jahi, Abuja",2190943,2024-04-04,2024-04-04, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
280000000,"Kado, Abuja",2190937,2024-04-04,2024-04-04, Available,Detached Duplex,Millions,5.0,5.0,6.0,Kado
160000000,"Downstream Villa, Wuye, Abuja",2190769,2024-04-03,2024-05-10, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Wuye
550000000,"Diplomatic Zone, Guzape District, Abuja",2190566,2024-04-03,2024-05-12, Available,Detached Duplex,Millions,5.0,6.0,6.0,Guzape District
160000000,"Gwarinpa, Abuja",2190573,2024-04-03,2024-05-12, Available,Detached Duplex,Millions,5.0,6.0,6.0,Gwarimpa
350000000,"Guzape Abuja, Guzape District, Abuja",2183833,2024-03-29,2024-04-23, Available,Detached Duplex,Millions,5.0,6.0,6.0,Guzape District
85000000,"Queens Estate, Gwarinpa, Abuja",2190558,2024-04-03,2024-04-03, Available,Detached Bungalow,Millions,3.0,4.0,4.0,Gwarimpa
52000000,"Lugbe District, Abuja",2189997,2024-04-03,2024-05-13, Available,Terraced Duplex,Millions,3.0,3.0,4.0,Lugbe District
200000000,"Close To Coza Church, Guzape District, Abuja",1489032,2022-10-10,2024-04-03, Available,Terraced Duplex,Millions,5.0,5.0,7.0,Guzape District
300000000,"Off Herbert Macaulay Way, Zone 5, Wuse, Abuja",2189167,2024-04-02,2024-05-15, Available,Terraced Duplex,Millions,4.0,6.0,5.0,Wuse
90600000,"Near Turkish Nizamiye Hospital, Jabi, Abuja",2115009,2024-02-11,2024-05-15, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Jabi
450000000,"Dakibiyu, Abuja",2189130,2024-04-02,2024-05-17, Available,Semi-detached Duplex,Millions,6.0,6.0,7.0,Dakibiyu
1000000000,"Asokoro District, Abuja",2189096,2024-04-02,2024-05-01, Available,Detached Duplex,Millions,7.0,7.0,8.0,Asokoro District
250000000,"Katampe Extension, Katampe, Abuja",2189084,2024-04-02,2024-05-01, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
250000000,"Total Estate, Gaduwa, Abuja",2189049,2024-04-02,2024-05-10, Available,Detached Duplex,Millions,6.0,5.0,5.0,Gaduwa
80000000,"By Next Cash And Carry, Jahi, Abuja",2189042,2024-04-02,2024-05-09, Available,Block of Flats,Millions,3.0,4.0,4.0,Jahi
150000000,"Idu Industrial, Abuja",2182386,2024-03-28,2024-03-28, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Idu Industrial
1800000000,"Guzape District, Abuja",2114113,2024-02-10,2024-05-12, Available,Detached Duplex,Billions,5.0,5.0,6.0,Guzape District
500000000,"Apo Resettlement, Apo, Abuja",2187321,2024-04-01,2024-04-23, Available,Detached Duplex,Millions,5.0,6.0,6.0,Apo
3300000000,"Main Maitama, Maitama District, Abuja",2186893,2024-04-01,2024-04-01, Available,Detached Duplex,Billions,7.0,7.0,8.0,Maitama District
260000000,"Apo Resettlement, Apo, Abuja",2198175,2024-04-09,2024-04-09, Available,Detached Duplex,Millions,6.0,6.0,7.0,Apo
960000000,"Kado, Abuja",2079276,2024-01-17,2024-05-13, Available,Terraced Duplex,Millions,5.0,6.0,6.0,Kado
3500000000,"Maitama District, Abuja",2085358,2024-01-22,2024-05-13, Available,Detached Duplex,Billions,7.0,8.0,8.0,Maitama District
250000000,"Kado, Abuja",2085362,2024-01-22,2024-05-13, Available,Detached Duplex,Millions,5.0,6.0,6.0,Kado
550000000,"Guzape District, Abuja",2085370,2024-01-22,2024-05-13, Available,Detached Duplex,Millions,5.0,6.0,6.0,Guzape District
850000000,"Maitama District, Abuja",2085412,2024-01-22,2024-05-13, Available,Detached Duplex,Millions,6.0,7.0,7.0,Maitama District
450000000,"Zone 6, Wuse, Abuja",2102779,2024-02-02,2024-05-13, Available,Detached Duplex,Millions,8.0,9.0,10.0,Wuse
200000000,"Gilmore, Jahi, Abuja",2148489,2024-03-06,2024-05-13, Available,Detached Duplex,Millions,4.0,5.0,5.0,Jahi
450000000,"Utako, Abuja",2161182,2024-03-14,2024-05-13, Available,Detached Duplex,Millions,4.0,5.0,5.0,Utako
800000000,"Asokoro, Asokoro District, Abuja",2164509,2024-03-17,2024-05-13, Available,Detached Duplex,Millions,6.0,7.0,7.0,Asokoro District
450000000,"Gwarinpa By Effab, Gwarinpa, Abuja",2170545,2024-03-20,2024-05-13, Available,Detached Duplex,Millions,6.0,7.0,7.0,Gwarimpa
400000000,"Off 1st Avenue, Gwarinpa, Abuja",2182103,2024-03-28,2024-05-13, Available,Detached Duplex,Millions,5.0,6.0,6.0,Gwarimpa
300000000,"24 Crescent, Gwarinpa, Abuja",2182357,2024-03-28,2024-05-13, Available,Semi-detached Duplex,Millions,4.0,5.0,5.0,Gwarimpa
200000000,"Mabushi, Abuja",1694589,2023-04-12,2024-05-14, Available,Detached Duplex,Millions,4.0,4.0,4.0,Mabushi
60000000,"Apo, Abuja",2240906,2024-05-06,2024-05-15, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Apo
700000000,"Jahi Gilmore Fct Abuja Nigerian, Jahi, Abuja",1835723,2023-07-25,2024-05-14, Available,Detached Duplex,Millions,7.0,7.0,8.0,Jahi
800000000,"Main, Asokoro District, Abuja",2185707,2024-03-30,2024-03-30, Available,Detached Duplex,Millions,5.0,5.0,6.0,Asokoro District
150000000,"Gwarinpa, Gwarinpa, Abuja",2185346,2024-03-30,2024-05-16, Available,Detached Duplex,Millions,4.0,4.0,5.0,Gwarimpa
3300000,"Asokoro District, Abuja",2185275,2024-03-30,2024-05-12, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Asokoro District
60000000,"Kaura, Abuja",2185210,2024-03-30,2024-03-30, Available,Block of Flats,Millions,2.0,2.0,3.0,Kaura
300000000,"Life Camp, Abuja",2185189,2024-03-30,2024-03-30, Available,Detached Duplex,Millions,5.0,5.0,6.0,Life Camp
250000000,"Jahi, Abuja",2178442,2024-03-25,2024-04-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
300000000,"Guzape District, Abuja",2178451,2024-03-25,2024-04-14, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Guzape District
250000000,"Gaduwa, Abuja",2178466,2024-03-25,2024-04-14, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gaduwa
185000000,"By 1st Avenue, Gwarinpa, Abuja",2184731,2024-03-30,2024-04-23, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Gwarimpa
350000000,"Asokoro District Abuja Diplomatic Zone, Asokoro District, Abuja",2184712,2024-03-29,2024-05-12, Available,Semi-detached Duplex,Millions,4.0,5.0,5.0,Asokoro District
260000000,"Asokoro Abuja Diplomatic Zone, Asokoro District, Abuja",2184707,2024-03-29,2024-05-12, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Asokoro District
400000000,"Guzape District, Abuja",2184613,2024-03-29,2024-04-23, Available,Semi-detached Duplex,Millions,5.0,6.0,6.0,Guzape District
280000000,"Kado, Abuja",2184508,2024-03-29,2024-05-16, Available,Detached Duplex,Millions,5.0,5.0,6.0,Kado
450000000,"Utako, Abuja",2184423,2024-03-29,2024-03-29, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Utako
250000000,"Wuye, Abuja",2184401,2024-03-29,2024-05-15, Available,Detached Duplex,Millions,5.0,6.0,6.0,Wuye
550000000,"2nd Avenue, Gwarinpa, Abuja",1611550,2023-01-30,2024-05-17, Available,Detached Duplex,Millions,9.0,9.0,6.0,Gwarimpa
130000000,"Gwarinpa, Abuja",1839517,2023-07-27,2024-05-17, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Gwarimpa
380000000,"Guzape District, Abuja",2155019,2024-03-11,2024-04-26, Available,Semi-detached Duplex,Millions,5.0,5.0,6.0,Guzape District
150000000,"Life Camp, Abuja",2183989,2024-03-29,2024-03-29, Available,Detached Duplex,Millions,4.0,4.0,5.0,Life Camp
160000000,"Mabushi, Abuja",2183967,2024-03-29,2024-03-29, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Mabushi
150000000,"Life Camp, Abuja",2183930,2024-03-29,2024-05-14, Available,Detached Duplex,Millions,4.0,4.0,5.0,Life Camp
350000000,"Guzape Abuja, Guzape District, Abuja",2183833,2024-03-29,2024-04-23, Available,Detached Duplex,Millions,5.0,6.0,6.0,Guzape District
800000000,"Guzape District, Abuja",2183484,2024-03-28,2024-05-12, Available,Detached Duplex,Millions,5.0,6.0,6.0,Guzape District
1000000,"Maitama District, Abuja",2183448,2024-03-28,2024-05-12, Available,Detached Duplex,Million<,8.0,8.0,8.0,Maitama District
305000000,"Aco Estate, Life Camp, Abuja",2183334,2024-03-28,2024-03-28, Available,Detached Duplex,Millions,5.0,5.0,6.0,Life Camp
850000000,"Maitama District, Abuja",2183233,2024-03-28,2024-04-23, Available,Detached Duplex,Millions,6.0,7.0,7.0,Maitama District
190000000,"Life Camp, Abuja",2182426,2024-03-28,2024-04-09, Available,Detached Duplex,Millions,6.0,6.0,7.0,Life Camp
95000000,"Idu Industrial, Abuja",2182387,2024-03-28,2024-03-28, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Idu Industrial
320000000,"Kado, Abuja",2118006,2024-02-13,2024-04-02, Available,Detached Duplex,Millions,5.0,5.0,6.0,Kado
185000000,"Gwarinpa, Abuja",2182263,2024-03-28,2024-03-28, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Gwarimpa
500000000,"Gwarinpa, Abuja",2182253,2024-03-28,2024-03-28, Available,Detached Duplex,Millions,7.0,7.0,8.0,Gwarimpa
400000000,"Diplomatic Zone, Katampe, Abuja",2181788,2024-03-27,2024-05-12, Available,Semi-detached Duplex,Millions,5.0,6.0,6.0,Katampe
400000000,"Katampe Extension, Katampe, Abuja",2181758,2024-03-27,2024-05-12, Available,Semi-detached Duplex,Millions,5.0,6.0,6.0,Katampe
360000000,"Diplomatic Zone, Katampe Extension, Katampe, Abuja",2181780,2024-03-27,2024-05-12, Available,Semi-detached Duplex,Millions,5.0,6.0,6.0,Katampe
500000000,"Diplomatic Zone, Katampe Extension, Katampe, Abuja",2181768,2024-03-27,2024-05-12, Available,Semi-detached Duplex,Millions,5.0,6.0,6.0,Katampe
23000000,"Wasa, Apo, Abuja",2181588,2024-03-27,2024-05-13, Available,Terraced Duplex,Millions,3.0,4.0,4.0,Apo
1900000000,"Wuse 2, Abuja",2181089,2024-03-27,2024-03-27, Available,Block of Flats,Billions,2.0,2.0,2.0,Wuse 2
330000000,"Apo Resettlement, Apo, Abuja",2222041,2024-04-24,2024-05-17, Available,Detached Duplex,Millions,6.0,6.0,7.0,Apo
42000000,"Behind Shema Petrol Opposite Dunamis, Sabon Lugbe, Lugbe District, Abuja",1834023,2023-07-24,2024-05-02, Available,Terraced Duplex,Millions,3.0,3.0,4.0,Lugbe District
20000000,"Wumba, Abuja",2180892,2024-03-27,2024-03-27, Available,Block of Flats,Millions,2.0,2.0,3.0,Wumba
400000000,"Behind Coza, Guzape District, Abuja",2128332,2024-02-21,2024-05-02, Available,Detached Duplex,Millions,5.0,5.0,6.0,Guzape District
550000000,"Wuse, Abuja",2180025,2024-03-26,2024-05-15, Available,House,Millions,4.0,4.0,5.0,Wuse
180000000,"Jahi, Abuja",2179881,2024-03-26,2024-04-30, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
750000000,"Asokoro Main, Asokoro District, Abuja",2123077,2024-02-17,2024-04-23, Available,Detached Duplex,Millions,5.0,6.0,6.0,Asokoro District
95000000,"69 Road, Gwarinpa, Abuja",2179723,2024-03-26,2024-05-15, Available,Semi-detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
85000000,"Life Camp, Abuja",1569537,2022-12-23,2024-05-02, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
250000000,"Gwarinpa, Abuja",2178871,2024-03-26,2024-05-14, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
160000000,"Paradise Estate Junction, Life Camp, Abuja",2097531,2024-01-30,2024-04-30, Available,Terraced Duplex,Millions,5.0,6.0,6.0,Life Camp
200000000,"Gilmore, Jahi, Abuja",2098380,2024-01-30,2024-04-30, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Jahi
150000000,"Guzape Hills, Guzape District, Abuja",2090353,2024-01-25,2024-04-30, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Guzape District
60000000,"Kabusa Garden, Lokoguma, Kabusa, Abuja",2177675,2024-03-25,2024-05-05, Available,Detached Duplex,Millions,5.0,5.0,5.0,Kabusa
250000000,"Guzape District, Abuja",2178458,2024-03-25,2024-04-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Guzape District
2500000000,"Maitama District, Abuja",2173814,2024-03-22,2024-04-23, Available,Detached Duplex,Billions,7.0,8.0,8.0,Maitama District
750000000,"Guzape District, Abuja",2178389,2024-03-25,2024-03-25, Available,Detached Duplex,Millions,5.0,5.0,6.0,Guzape District
3500000000,"Maitama District, Abuja",2178375,2024-03-25,2024-03-25, Available,Detached Duplex,Billions,7.0,7.0,9.0,Maitama District
60000000,"Dakwo, Galadimawa, Abuja",2177973,2024-03-25,2024-05-17, Available,Detached Duplex,Millions,5.0,6.0,6.0,Galadimawa
450000000,"Jabi, Abuja",2177115,2024-03-25,2024-03-25, Available,Terraced Duplex,Millions,5.0,5.0,5.0,Jabi
900000000,"Maitama District, Abuja",2171108,2024-03-21,2024-03-24, Available,Detached Duplex,Millions,6.0,6.0,7.0,Maitama District
250000000,"Tarred Access Road, By Market Square, Kado, Abuja",2175902,2024-03-24,2024-03-24, Available,Detached Duplex,Millions,5.0,5.0,6.0,Kado
75000000,"Life Camp, Abuja",2176977,2024-03-25,2024-03-25, Available,Block of Flats,Millions,2.0,2.0,3.0,Life Camp
150000000,"Jahi, Abuja",2176971,2024-03-25,2024-05-17, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Jahi
800000000,"Maitama District, Abuja",2173117,2024-03-22,2024-04-21, Available,Detached Duplex,Millions,5.0,5.0,6.0,Maitama District
400000000,"Gwarinpa, Abuja",2148871,2024-03-06,2024-03-06, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
520000000,"Gilmore Yard, Jahi, Abuja",2101985,2024-02-01,2024-05-15, Available,Detached Duplex,Millions,7.0,9.0,8.0,Jahi
2500000000,"Asokoro District, Abuja",2176738,2024-03-24,2024-05-13, Available,Detached Duplex,Billions,7.0,8.0,8.0,Asokoro District
450000000,"Guzape District, Abuja",2176401,2024-03-24,2024-04-29, Available,Detached Duplex,Millions,5.0,5.0,6.0,Guzape District
400000000,"Zone 1, Wuse, Abuja",2176340,2024-03-24,2024-03-24, Available,Terraced Duplex,Millions,5.0,6.0,6.0,Wuse
130000000,"69road, Gwarinpa, Abuja",2176197,2024-03-24,2024-05-16, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Gwarimpa
3000000000,"Maitama District, Abuja",2176135,2024-03-24,2024-04-23, Available,Detached Duplex,Billions,8.0,9.0,9.0,Maitama District
330000000,"2nd Avenue, Gwarinpa, Abuja",2068017,2024-01-10,2024-04-14, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Gwarimpa
3500000000,"Maitama District, Abuja",2171105,2024-03-21,2024-03-24, Available,Detached Duplex,Billions,8.0,8.0,9.0,Maitama District
500000000,"Wuye, Abuja",2175147,2024-03-23,2024-03-23, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Wuye
500000000,"Gilmore, Jahi, Abuja",2175177,2024-03-23,2024-03-24, Available,House,Millions,7.0,7.0,8.0,Jahi
145000000,"By Next, Jahi, Abuja",2175908,2024-03-24,2024-03-24, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
170000000,"Life Camp, Abuja",2175854,2024-03-23,2024-05-14, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Life Camp
500000000,"Gilmore, Jahi, Abuja",2175776,2024-03-23,2024-05-14, Available,Detached Duplex,Millions,7.0,7.0,8.0,Jahi
1500000000,"Guzape District, Abuja",2175761,2024-03-23,2024-03-23, Available,Semi-detached Duplex,Billions,5.0,5.0,6.0,Guzape District
90000000,"Jahi By Gilmor, Jahi, Abuja",2175739,2024-03-23,2024-05-09, Available,Block of Flats,Millions,3.0,4.0,4.0,Jahi
135000000,"Gwarinpa, Abuja",2171089,2024-03-21,2024-03-23, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Gwarimpa
240000000,"Idu Industrial, Abuja",2128972,2024-02-21,2024-03-23, Available,Semi-detached Duplex,Millions,5.0,5.0,6.0,Idu Industrial
650000000,"Guzape District, Abuja",2129231,2024-02-21,2024-02-21, Available,Detached Duplex,Millions,4.0,4.0,5.0,Guzape District
40000000,"Beside Nnpc Filling Station, Apo Resettlement, Apo, Abuja",2158929,2024-03-13,2024-05-14, Available,Detached Duplex,Millions,5.0,5.0,5.0,Apo
95000000,"Kubwa, Abuja",2174627,2024-03-23,2024-04-25, Available,Detached Bungalow,Millions,4.0,4.0,5.0,Kubwa
240000000,"Suncity Estate, Galadimawa, Abuja",2174223,2024-03-22,2024-05-15, Available,Detached Duplex,Millions,4.0,5.0,5.0,Galadimawa
330000000,"2nd Avenue, Gwarinpa, Abuja",2068017,2024-01-10,2024-04-14, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Gwarimpa
500000000,"Efab Metropolis, Gwarinpa, Abuja",2174162,2024-03-22,2024-03-22, Available,Detached Duplex,Millions,6.0,6.0,7.0,Gwarimpa
550000000,"By Coza, Guzape District, Abuja",2089856,2024-01-24,2024-03-16, Available,Detached Duplex,Millions,6.0,6.0,7.0,Guzape District
500000000,"Efab Metropolis Estate, Gwarinpa, Abuja",2174135,2024-03-22,2024-03-22, Available,Detached Duplex,Millions,7.0,7.0,8.0,Gwarimpa
220000000,"After Coza, Guzape District, Abuja",2174118,2024-03-22,2024-03-22, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Guzape District
2600000000,"Inec Qtrs After Nnpc Fuel Station, Guzape District, Abuja",2174103,2024-03-22,2024-03-22, Available,Detached Duplex,Billions,7.0,7.0,8.0,Guzape District
1400000000,"By Pacesetter School, Guzape District, Abuja",2174098,2024-03-22,2024-03-22, Available,Detached Duplex,Billions,6.0,6.0,7.0,Guzape District
1400000000,"By Asokoro Ext, Guzape District, Abuja",2174088,2024-03-22,2024-03-22, Available,Detached Duplex,Billions,7.0,7.0,8.0,Guzape District
320000000,"Habits Lake View, Jabi, Abuja",1995219,2023-11-10,2024-04-23, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Jabi
350000000,"Gilmore, Jahi, Abuja",1995274,2023-11-10,2024-04-23, Available,Terraced Duplex,Millions,5.0,6.0,6.0,Jahi
110000000,"Efab Queens Estate Karsana Gwarinpa Ext, Gwarinpa, Abuja",1998367,2023-11-12,2024-04-23, Available,Semi-detached Bungalow,Millions,3.0,4.0,4.0,Gwarimpa
3300000000,"Maitama Main By Diplomatic Zone, Maitama District, Abuja",1999855,2023-11-13,2024-04-23, Available,Detached Duplex,Billions,8.0,10.0,10.0,Maitama District
3000000000,"Asokoro Main By Diplomatic Zone, Asokoro District, Abuja",1999860,2023-11-13,2024-04-23, Available,Detached Duplex,Billions,7.0,8.0,8.0,Asokoro District
2200000000,"By Diplomatic Zone, Maitama District, Abuja",1999873,2023-11-13,2024-04-23, Available,Detached Duplex,Billions,6.0,6.0,7.0,Maitama District
1200000000,"By Diplomatic Zone, Asokoro District, Abuja",2000513,2023-11-14,2024-04-23, Available,Detached Duplex,Billions,5.0,6.0,6.0,Asokoro District
1400000000,"Close To Coza Church, Guzape District, Abuja",2007078,2023-11-18,2024-04-23, Available,Detached Duplex,Billions,6.0,7.0,7.0,Guzape District
550000000,"Billaad Estate, Jabi, Abuja",2008305,2023-11-19,2024-04-23, Available,Detached Duplex,Millions,5.0,6.0,6.0,Jabi
400000000,"Efab Metropolis Estate, Gwarinpa, Abuja",2008335,2023-11-19,2024-04-23, Available,Detached Duplex,Millions,6.0,7.0,7.0,Gwarimpa
300000000,"Wuye, Abuja",2024246,2023-11-30,2024-04-23, Available,Detached Duplex,Millions,4.0,5.0,5.0,Wuye
1500000000,"Katampe Extension, Katampe, Abuja",2025235,2023-12-01,2024-04-23, Available,Detached Duplex,Billions,5.0,6.0,6.0,Katampe
800000000,"Maitama District, Abuja",2041148,2023-12-14,2024-04-23, Available,Semi-detached Duplex,Millions,6.0,7.0,7.0,Maitama District
3300000000,"Maitama District, Abuja",2072659,2024-01-12,2024-04-23, Available,Detached Duplex,Billions,7.0,8.0,8.0,Maitama District
350000000,"Maitama District, Abuja",2045560,2023-12-18,2024-04-23, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Maitama District
250000000,"Guzape District, Abuja",2048364,2023-12-20,2024-04-23, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Guzape District
3300000000,"Maitama District, Abuja",2072659,2024-01-12,2024-04-23, Available,Detached Duplex,Billions,7.0,8.0,8.0,Maitama District
180000000,"Guzape District, Abuja",2072670,2024-01-12,2024-04-23, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Guzape District
100000000,"Gilmore, Jahi, Abuja",2073909,2024-01-14,2024-04-23, Available,Block of Flats,Millions,3.0,4.0,4.0,Jahi
320000000,"Lakeview, Jabi, Abuja",2093419,2024-01-27,2024-04-23, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Jabi
500000000,"Guzape District, Abuja",2174016,2024-03-22,2024-05-08, Available,Detached Duplex,Millions,6.0,6.0,7.0,Guzape District
280000000,"Guzape District, Abuja",2132110,2024-02-23,2024-04-23, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Guzape District
400000000,"Jabi, Abuja",2173878,2024-03-22,2024-03-22, Available,Detached Duplex,Millions,6.0,6.0,7.0,Jabi
2500000000,"Maitama District, Abuja",2173814,2024-03-22,2024-04-23, Available,Detached Duplex,Billions,7.0,8.0,8.0,Maitama District
160000000,"Close To American School, Durumi, Abuja",2173443,2024-03-22,2024-05-12, Available,Detached Duplex,Millions,5.0,5.0,5.0,Durumi
150000000,"Lento Side Off Jabi Airport Bridge, Life Camp, Abuja",2173369,2024-03-22,2024-05-12, Available,Terraced Duplex,Millions,6.0,6.0,6.0,Life Camp
280000000,"By Godab Estate, Life Camp, Abuja",2109680,2024-02-07,2024-04-23, Available,Detached Duplex,Millions,5.0,6.0,6.0,Life Camp
180000000,"Wuye, Abuja",2138006,2024-02-27,2024-04-23, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Wuye
1300000000,"Asokoro District, Abuja",2139076,2024-02-28,2024-04-23, Available,Detached Duplex,Billions,7.0,8.0,8.0,Asokoro District
190000000,"Life Camp, Abuja",2147841,2024-03-05,2024-04-23, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Life Camp
850000000,"Maitama District, Abuja",2172455,2024-03-21,2024-05-11, Available,Semi-detached Duplex,Millions,3.0,3.0,4.0,Maitama District
